id,seed_id,mixing_level,text,intended_sentiment
seed_076_60,seed_076,60,We have a blocker שpreventing us from moving forward for two days already.,negative
seed_076_100,seed_076,100,We have a blocker that's been preventing us from moving forward for two days already.,negative
seed_077_0,seed_077,0,הדדליין הזה לא ריאלי מלכתחילה ולא נספיק.,negative
seed_077_30,seed_077,30,ה-deadline הזה totally unrealistic מלכתחילה ולא נספיק.,negative
seed_077_60,seed_077,60,This deadline is totally unrealistic from the start ו-we're not going to make it.,negative
seed_077_100,seed_077,100,This deadline is totally unrealistic from the start and we're not going to make it.,negative
seed_078_0,seed_078,0,בוא נעשה סינק קצר לפני הישיבה.,neutral
seed_078_30,seed_078,30,בוא נעשה sync קצר לפני ה-meeting.,neutral
seed_078_60,seed_078,60,Let's do a quick sync לפני the meeting.,neutral
seed_078_100,seed_078,100,Let's do a quick sync before the meeting.,neutral
seed_079_0,seed_079,0,תן לי אפדייט על הטיקט הזה.,neutral
seed_079_30,seed_079,30,תן לי update על ה-ticket הזה.,neutral
seed_079_60,seed_079,60,Give me an update על this ticket.,neutral
seed_079_100,seed_079,100,Give me an update on this ticket.,neutral
seed_080_0,seed_080,0,הטיקט הזה כבר שבועיים בבקלוג ואף אחד לא נגע בו.,negative
seed_080_30,seed_080,30,ה-ticket הזה כבר two weeks ב-backlog ואף אחד לא נגע בו.,negative
seed_080_60,seed_080,60,This ticket has been ב-the backlog for two weeks ו-nobody touched it.,negative
seed_080_100,seed_080,100,This ticket has been sitting in the backlog for two weeks and nobody's touched it.,negative
seed_081_0,seed_081,0,"הרטרו הפעם היה כן ופתוח, כולם העלו נקודות אמיתיות.",positive
seed_081_30,seed_081,30,"ה-retro הפעם היה totally honest ו-open, כולם raised real points.",positive
seed_081_60,seed_081,60,"The retro הפעם was totally honest and open, everyone raised real points.",positive
seed_081_100,seed_081,100,"The retro this time was totally honest and open, everyone raised real points.",positive
seed_082_0,seed_082,0,"הסטנדאפ היה קצר וממוקד, בדיוק כמו שצריך.",positive
seed_082_30,seed_082,30,"ה-standup היה short וfocused, exactly כמו שצריך.",positive
seed_082_60,seed_082,60,"The standup was short and focused, exactly like it should be.",positive
seed_082_100,seed_082,100,"The standup was short and focused, exactly the way it should be.",positive
seed_083_0,seed_083,0,הגרומינג נמשך שעה שלמה על טיקט אחד קטן.,negative
seed_083_30,seed_083,30,ה-grooming נמשך a whole hour על ticket אחד קטן.,negative
seed_083_60,seed_083,60,The grooming session went on for a whole hour על one small ticket.,negative
seed_083_100,seed_083,100,The grooming session went on for a whole hour over one small ticket.,negative
seed_084_0,seed_084,0,"האסטימציה שלנו הייתה רחוקה מהמציאות, לקח פי שלוש מהזמן.",negative
seed_084_30,seed_084,30,"ה-estimation שלנו הייתה totally off, לקח פי three מהזמן.",negative
seed_084_60,seed_084,60,"Our estimation was totally off, it took three times as long.",negative
seed_084_100,seed_084,100,Our estimation was totally off — it took three times as long.,negative
seed_085_0,seed_085,0,"האונר של הטיקט הזה לא ברור, כל אחד חושב שזה מישהו אחר.",negative
seed_085_30,seed_085,30,"ה-owner של ה-ticket הזה לא clear, כל אחד חושב שזה מישהו אחר.",negative
seed_085_60,seed_085,60,"The owner של this ticket isn't clear, everyone thinks it's someone else.",negative
seed_085_100,seed_085,100,"The owner of this ticket isn't clear, everyone thinks it's someone else.",negative
seed_086_0,seed_086,0,העליתי את הריפו לגישה של כל הצוות.,neutral
seed_086_30,seed_086,30,העליתי את ה-repo ל-access של כל ה-team.,neutral
seed_086_60,seed_086,60,I uploaded the repo לaccess by the whole team.,neutral
seed_086_100,seed_086,100,I made the repo accessible to the whole team.,neutral
seed_087_0,seed_087,0,הבילד נכשל בגלל תלות שהשתנתה בלי שידענו.,negative
seed_087_30,seed_087,30,ה-build נכשל בגלל dependency שהשתנתה בלי שידענו.,negative
seed_087_60,seed_087,60,The build failed בגלל a dependency שchanged without us knowing.,negative
seed_087_100,seed_087,100,The build failed because of a dependency that changed without us knowing.,negative
seed_088_0,seed_088,0,הריליס יצא בזמן ובלי אף באג ידוע.,positive
seed_088_30,seed_088,30,ה-release יצא on time ובלי אף known bug.,positive
seed_088_60,seed_088,60,The release went out on time ובלי any known bug.,positive
seed_088_100,seed_088,100,The release went out on time and without any known bugs.,positive
seed_089_0,seed_089,0,עשיתי פיקס מהיר לבאג הקריטי תוך עשר דקות.,positive
seed_089_30,seed_089,30,עשיתי fix fast ל-critical bug תוך ten minutes.,positive
seed_089_60,seed_089,60,I did a quick fix ל-the critical bug תוך ten minutes.,positive
seed_089_100,seed_089,100,I did a quick fix for the critical bug within ten minutes.,positive
seed_090_0,seed_090,0,שחררנו פאץ' קטן לתיקון הבעיה מאתמול.,neutral
seed_090_30,seed_090,30,שחררנו patch קטן ל-fix ה-issue מאתמול.,neutral
seed_090_60,seed_090,60,We released a small patch ל-fix yesterday's issue.,neutral
seed_090_100,seed_090,100,We released a small patch to fix yesterday's issue.,neutral
seed_091_0,seed_091,0,הריפקטור לקח הרבה יותר זמן ממה שתכננו וכמעט שבר הכול.,negative
seed_091_30,seed_091,30,ה-refactor לקח much more time ממה שתכננו וכמעט שבר everything.,negative
seed_091_60,seed_091,60,The refactor took much more time than we planned ו-it almost broke everything.,negative
seed_091_100,seed_091,100,The refactor took much more time than we planned and it almost broke everything.,negative
seed_092_0,seed_092,0,בזבזתי את כל הבוקר בדיבאג של בעיה שהתבררה כטריוויאלית.,negative
seed_092_30,seed_092,30,בזבזתי את כל ה-morning ב-debug של issue שהתבררה כtrivial.,negative
seed_092_60,seed_092,60,I wasted the whole morning debugging an issue שturned out to be trivial.,negative
seed_092_100,seed_092,100,I wasted the whole morning debugging an issue that turned out to be trivial.,negative
seed_093_0,seed_093,0,בוא נבדוק את הלוגים לפני שנסיק מסקנות.,neutral
seed_093_30,seed_093,30,בוא נבדוק את ה-logs לפני שנסיק conclusions.,neutral
seed_093_60,seed_093,60,Let's check the logs לפני we jump to conclusions.,neutral
seed_093_100,seed_093,100,Let's check the logs before we jump to conclusions.,neutral
seed_094_0,seed_094,0,הקמנו קונטיינר נפרד לכל שירות וזה הקל מאוד על הפריסה.,positive
seed_094_30,seed_094,30,הקמנו container נפרד לכל service וזה הקל very much על ה-deployment.,positive
seed_094_60,seed_094,60,We set up a separate container לeach service ו-it made the deployment much easier.,positive
seed_094_100,seed_094,100,We set up a separate container for each service and it made deployment much easier.,positive
seed_095_0,seed_095,0,קוברנטיס לא הצליח לתזמן את הפוד בגלל מחסור במשאבים.,negative
seed_095_30,seed_095,30,kubernetes לא הצליח לתזמן את ה-pod בגלל lack ב-resources.,negative
seed_095_60,seed_095,60,Kubernetes couldn't schedule את the pod due to a lack of resources.,negative
seed_095_100,seed_095,100,Kubernetes couldn't schedule the pod due to a lack of resources.,negative
seed_096_0,seed_096,0,הוספנו נוד חדש לקלאסטר וזה פתר את בעיית העומס לגמרי.,positive
seed_096_30,seed_096,30,הוספנו node חדש ל-cluster וזה פתר את ה-load issue totally.,positive
seed_096_60,seed_096,60,We added a new node ל-the cluster ו-it totally solved the load issue.,positive
seed_096_100,seed_096,100,We added a new node to the cluster and it totally solved the load issue.,positive
seed_097_0,seed_097,0,הסרבר נפל בשעת שיא והמון משתמשים לא הצליחו להתחבר.,negative
seed_097_30,seed_097,30,ה-server נפל בשעת peak והמון users לא הצליחו להתחבר.,negative
seed_097_60,seed_097,60,The server went down בpeak hours ו-a ton of users couldn't connect.,negative
seed_097_100,seed_097,100,The server went down during peak hours and a ton of users couldn't connect.,negative
seed_098_0,seed_098,0,הגייטוויי מנתב את כל הבקשות לשירותים הפנימיים.,neutral
seed_098_30,seed_098,30,ה-gateway מנתב את כל ה-requests ל-internal services.,neutral
seed_098_60,seed_098,60,The gateway routes all the requests לthe internal services.,neutral
seed_098_100,seed_098,100,The gateway routes all the requests to the internal services.,neutral
seed_099_0,seed_099,0,יש לנו לטנסי גבוהה בבקשות והלקוחות מתלוננים.,negative
seed_099_30,seed_099,30,יש לנו high latency ב-requests וה-customers מתלוננים.,negative
seed_099_60,seed_099,60,We have high latency ב-requests ו-customers are complaining.,negative
seed_099_100,seed_099,100,We have high latency on requests and customers are complaining.,negative
seed_100_0,seed_100,0,הפתרון הזה לא סקיילבילי ויקרוס ברגע שהעומס יגדל.,negative
seed_100_30,seed_100,30,ה-solution הזה לא scalable ויקרוס ברגע שה-load יגדל.,negative
seed_100_60,seed_100,60,This solution isn't scalable ו-it'll collapse the moment the load increases.,negative
seed_100_100,seed_100,100,This solution isn't scalable and it'll collapse the moment the load increases.,negative
seed_101_0,seed_101,0,זה אוברהד מיותר לתחזק שני מערכות שעושות בדיוק אותו דבר.,negative
seed_101_30,seed_101,30,זה unnecessary overhead לתחזק two systems שעושות exactly אותו דבר.,negative
seed_101_60,seed_101,60,It's unnecessary overhead לmaintain two systems that do exactly the same thing.,negative
seed_101_100,seed_101,100,It's unnecessary overhead to maintain two systems that do exactly the same thing.,negative
seed_102_0,seed_102,0,המודל מוגבל למספר טוקנים מסוים בכל בקשה.,neutral
seed_102_30,seed_102,30,ה-model מוגבל ל-number של tokens מסוים בכל request.,neutral
seed_102_60,seed_102,60,The model is limited ל-a certain number of tokens בevery request.,neutral
seed_102_100,seed_102,100,The model is limited to a certain number of tokens per request.,neutral
seed_103_0,seed_103,0,עברנו את מגבלת הטוקנים והבקשה נכשלה.,negative
seed_103_30,seed_103,30,עברנו את ה-token limit וה-request נכשלה.,negative
seed_103_60,seed_103,60,We went over the token limit ו-the request failed.,negative
seed_103_100,seed_103,100,We went over the token limit and the request failed.,negative
seed_104_0,seed_104,0,קיבלתי בונוס יפה בסוף השנה על התרומה שלי לפרויקט.,positive
seed_104_30,seed_104,30,קיבלתי bonus יפה בסוף ה-year על ה-contribution שלי ל-project.,positive
seed_104_60,seed_104,60,I got a nice bonus בסוף the year for my contribution ל-the project.,positive
seed_104_100,seed_104,100,I got a nice bonus at the end of the year for my contribution to the project.,positive
seed_105_0,seed_105,0,הבונוס השנה היה נמוך משמעותית מהציפיות של הצוות.,negative
seed_105_30,seed_105,30,ה-bonus השנה היה significantly lower מ-expectations של ה-team.,negative
seed_105_60,seed_105,60,The bonus השנה was significantly lower than the team's expectations.,negative
seed_105_100,seed_105,100,The bonus this year was significantly lower than the team's expectations.,negative
