id,mixing_level,text,sentiment
seed_086_30,30,העליתי את ה-repo ל-access של כל ה-team.,neutral
seed_086_60,60,I uploaded the repo לaccess by the whole team.,neutral
seed_087_0,0,הבילד נכשל בגלל תלות שהשתנתה בלי שידענו.,negative
seed_087_100,100,The build failed because of a dependency that changed without us knowing.,negative
seed_087_30,30,ה-build נכשל בגלל dependency שהשתנתה בלי שידענו.,negative
seed_087_60,60,The build failed בגלל a dependency שchanged without us knowing.,negative
seed_088_0,0,הריליס יצא בזמן ובלי אף באג ידוע.,positive
seed_088_100,100,The release went out on time and without any known bugs.,positive
seed_088_30,30,ה-release יצא on time ובלי אף known bug.,positive
seed_088_60,60,The release went out on time ובלי any known bug.,positive
seed_089_0,0,עשיתי פיקס מהיר לבאג הקריטי תוך עשר דקות.,positive
seed_089_100,100,I did a quick fix for the critical bug within ten minutes.,positive
seed_089_30,30,עשיתי fix fast ל-critical bug תוך ten minutes.,positive
seed_089_60,60,I did a quick fix ל-the critical bug תוך ten minutes.,positive
seed_090_0,0,שחררנו פאץ' קטן לתיקון הבעיה מאתמול.,neutral
seed_090_100,100,We released a small patch to fix yesterday's issue.,neutral
seed_090_30,30,שחררנו patch קטן ל-fix ה-issue מאתמול.,neutral
seed_090_60,60,We released a small patch ל-fix yesterday's issue.,neutral
seed_091_0,0,הריפקטור לקח הרבה יותר זמן ממה שתכננו וכמעט שבר הכול.,negative
seed_091_100,100,The refactor took much more time than we planned and it almost broke everything.,negative
seed_091_30,30,ה-refactor לקח much more time ממה שתכננו וכמעט שבר everything.,negative
seed_091_60,60,The refactor took much more time than we planned ו-it almost broke everything.,negative
seed_092_0,0,בזבזתי את כל הבוקר בדיבאג של בעיה שהתבררה כטריוויאלית.,negative
seed_092_100,100,I wasted the whole morning debugging an issue that turned out to be trivial.,negative
seed_092_30,30,בזבזתי את כל ה-morning ב-debug של issue שהתבררה כtrivial.,negative
seed_092_60,60,I wasted the whole morning debugging an issue שturned out to be trivial.,negative
seed_093_0,0,בוא נבדוק את הלוגים לפני שנסיק מסקנות.,neutral
seed_093_100,100,Let's check the logs before we jump to conclusions.,neutral
seed_093_30,30,בוא נבדוק את ה-logs לפני שנסיק conclusions.,neutral
seed_093_60,60,Let's check the logs לפני we jump to conclusions.,neutral
seed_094_0,0,הקמנו קונטיינר נפרד לכל שירות וזה הקל מאוד על הפריסה.,positive
seed_094_100,100,We set up a separate container for each service and it made deployment much easier.,positive
seed_094_30,30,הקמנו container נפרד לכל service וזה הקל very much על ה-deployment.,positive
seed_094_60,60,We set up a separate container לeach service ו-it made the deployment much easier.,positive
seed_095_0,0,קוברנטיס לא הצליח לתזמן את הפוד בגלל מחסור במשאבים.,negative
seed_095_100,100,Kubernetes couldn't schedule the pod due to a lack of resources.,negative
seed_095_30,30,kubernetes לא הצליח לתזמן את ה-pod בגלל lack ב-resources.,negative
seed_095_60,60,Kubernetes couldn't schedule את the pod due to a lack of resources.,negative
seed_096_0,0,הוספנו נוד חדש לקלאסטר וזה פתר את בעיית העומס לגמרי.,positive
seed_096_100,100,We added a new node to the cluster and it totally solved the load issue.,positive
seed_096_30,30,הוספנו node חדש ל-cluster וזה פתר את ה-load issue totally.,positive
seed_096_60,60,We added a new node ל-the cluster ו-it totally solved the load issue.,positive
seed_097_0,0,הסרבר נפל בשעת שיא והמון משתמשים לא הצליחו להתחבר.,negative
seed_097_100,100,The server went down during peak hours and a ton of users couldn't connect.,negative
seed_097_30,30,ה-server נפל בשעת peak והמון users לא הצליחו להתחבר.,negative
seed_097_60,60,The server went down בpeak hours ו-a ton of users couldn't connect.,negative
seed_098_0,0,הגייטוויי מנתב את כל הבקשות לשירותים הפנימיים.,neutral
seed_098_100,100,The gateway routes all the requests to the internal services.,neutral
seed_098_30,30,ה-gateway מנתב את כל ה-requests ל-internal services.,neutral
seed_098_60,60,The gateway routes all the requests לthe internal services.,neutral
seed_099_0,0,יש לנו לטנסי גבוהה בבקשות והלקוחות מתלוננים.,negative
seed_099_100,100,We have high latency on requests and customers are complaining.,negative
seed_099_30,30,יש לנו high latency ב-requests וה-customers מתלוננים.,negative
seed_099_60,60,We have high latency ב-requests ו-customers are complaining.,negative
seed_100_0,0,הפתרון הזה לא סקיילבילי ויקרוס ברגע שהעומס יגדל.,negative
seed_100_100,100,This solution isn't scalable and it'll collapse the moment the load increases.,negative
seed_100_30,30,ה-solution הזה לא scalable ויקרוס ברגע שה-load יגדל.,negative
seed_100_60,60,This solution isn't scalable ו-it'll collapse the moment the load increases.,negative
seed_101_0,0,זה אוברהד מיותר לתחזק שני מערכות שעושות בדיוק אותו דבר.,negative
seed_101_100,100,It's unnecessary overhead to maintain two systems that do exactly the same thing.,negative
seed_101_30,30,זה unnecessary overhead לתחזק two systems שעושות exactly אותו דבר.,negative
seed_101_60,60,It's unnecessary overhead לmaintain two systems that do exactly the same thing.,negative
seed_102_0,0,המודל מוגבל למספר טוקנים מסוים בכל בקשה.,neutral
seed_102_100,100,The model is limited to a certain number of tokens per request.,neutral
seed_102_30,30,ה-model מוגבל ל-number של tokens מסוים בכל request.,neutral
seed_102_60,60,The model is limited ל-a certain number of tokens בevery request.,neutral
seed_103_0,0,עברנו את מגבלת הטוקנים והבקשה נכשלה.,negative
seed_103_100,100,We went over the token limit and the request failed.,negative
seed_103_30,30,עברנו את ה-token limit וה-request נכשלה.,negative
seed_103_60,60,We went over the token limit ו-the request failed.,negative
seed_104_0,0,קיבלתי בונוס יפה בסוף השנה על התרומה שלי לפרויקט.,positive
seed_104_100,100,I got a nice bonus at the end of the year for my contribution to the project.,positive
seed_104_30,30,קיבלתי bonus יפה בסוף ה-year על ה-contribution שלי ל-project.,positive
seed_104_60,60,I got a nice bonus בסוף the year for my contribution ל-the project.,positive
seed_105_0,0,הבונוס השנה היה נמוך משמעותית מהציפיות של הצוות.,negative
seed_105_100,100,The bonus this year was significantly lower than the team's expectations.,negative
seed_105_30,30,ה-bonus השנה היה significantly lower מ-expectations של ה-team.,negative
seed_105_60,60,The bonus השנה was significantly lower than the team's expectations.,negative
